property	label	certainty	concept	collection	sources	quid	relation	question	prop_pos	concept_pos	prop_neg	concept_neg	example_pos	example_neg
blue	pos	certain	bellflower	perceptual	manually_included	766db4e7-dddb-4454-ab2a-5defecaceb2c	variability_open	You can find (a/an) bellflower which is blue. Blue is one of many possible colors (a/an) bellflower usually has. The range of colors is almost unlimited. 	purple	flower	orange	carrot	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 
blue	pos	certain	bellflower	perceptual	manually_included	9c2e452a-d39b-4d22-9912-f27273f35ce7	variability_limited	You can find (a/an) bellflower which is blue. Blue is one of a few possible colors (a/an) bellflower usually has. There is only a limited range of possible colors.	white	rose	blue	mug	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.
blue	pos	certain	blueberry	perceptual	cslb conceptnet mcrae veale_simile manually_included	b80e5cbb-eebd-46c2-9d8c-4aede9910aad	implied_category	I know that (a/an) blueberry is blue as most or all other things similar to (a/an) blueberry are blue. 	liquid	wine	liquid	bread	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 
blue	pos	certain	blueberry	perceptual	cslb conceptnet mcrae veale_simile manually_included	732ff940-ec6e-4ef4-8e4b-706440f206c2	affording_activity	I know that being blue is necessary for many things (a/an) blueberry does or is used for. 	sharp	razor	colorful	dress	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 
blue	pos	certain	blueberry	perceptual	cslb conceptnet mcrae veale_simile manually_included	6d3b33dc-71c0-4778-a16a-de8d019a434b	typical_of_concept	``Blue'' is one for the first things which come to mind when I hear ``blueberry' because blue is one of the typical colors of (a/an) blueberry'.	spicy	chili_pepper	sweet	spinach	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.
blue	pos	certain	blueberry	perceptual	cslb conceptnet mcrae veale_simile manually_included	8499c71b-b303-4b0c-b915-71ddd4eeb777	typical_of_property	``Blueberry'' is one of the first things which come to mind when I hear ``blue' because (a/an) blueberry is a typical example of things which are blue'. 	colorful	rainbow	white	table	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 
blue	pos	certain	blueberry	perceptual	cslb conceptnet mcrae veale_simile manually_included	7a452c77-6431-4028-9fff-36beaf675fa8	variability_open	You can find (a/an) blueberry which is blue. Blue is one of many possible colors (a/an) blueberry usually has. The range of colors is almost unlimited. 	purple	flower	orange	carrot	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 
blue	pos	certain	blueberry	perceptual	cslb conceptnet mcrae veale_simile manually_included	2e18b5d0-3d1e-4375-927d-3baa94ab8d78	variability_limited	You can find (a/an) blueberry which is blue. Blue is one of a few possible colors (a/an) blueberry usually has. There is only a limited range of possible colors.	green	apple	white	car	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.
blue	pos	certain	sky	perceptual	conceptnet veale_simile manually_included	d3510506-d35c-40c6-ba88-34a057ea2966	implied_category	I know that (a/an) sky is blue as most or all other things similar to (a/an) sky are blue. 	liquid	wine	liquid	bread	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 
blue	pos	certain	sky	perceptual	conceptnet veale_simile manually_included	bd1e1024-f87c-4feb-8f4c-57d99da21de7	affording_activity	I know that being blue is necessary for many things (a/an) sky does or is used for. 	bright	flashlight	grey	car	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 
blue	pos	certain	sky	perceptual	conceptnet veale_simile manually_included	b76076b4-797a-4931-ab5e-a4d0a9eeb9c0	typical_of_concept	``Blue'' is one for the first things which come to mind when I hear ``sky' because blue is one of the typical colors of (a/an) sky'.	bitter	coffee	salty	beer	``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.	``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.
blue	pos	certain	sky	perceptual	conceptnet veale_simile manually_included	50668dd9-62ec-4d8f-a66a-34361a59198d	typical_of_property	``Sky'' is one of the first things which come to mind when I hear ``blue' because (a/an) sky is a typical example of things which are blue'. 	white	snow	grey	water	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 
blue	pos	certain	sky	perceptual	conceptnet veale_simile manually_included	1b799eed-f7b3-44ad-956f-41c3f7255ed2	variability_open	You can find (a/an) sky which is blue. Blue is one of many possible colors (a/an) sky usually has. The range of colors is almost unlimited. 	white	dress	green	pea	You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress usually has. The range of colors is almost unlimited. 	You can find (a/an) pea which is green. Green is one of many possible colors (a/an) pea usually has. The range of colors is almost unlimited. 
blue	pos	certain	sky	perceptual	conceptnet veale_simile manually_included	4a82ceec-d82a-40d4-a9aa-25f1a8c43b95	variability_limited	You can find (a/an) sky which is blue. Blue is one of a few possible colors (a/an) sky usually has. There is only a limited range of possible colors.	white	rose	blue	mug	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.
blue	pos	certain	feeling	perceptual	manually_included	fc50ff12-3520-4797-894b-e44caa5bbc03	implied_category	I know that (a/an) feeling is blue as most or all other things similar to (a/an) feeling are blue. 	sweet	chocoloate_cake	transparent	table	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 
blue	pos	certain	feeling	perceptual	manually_included	d24d7365-f7de-46b6-90ae-15d00cb42133	affording_activity	I know that being blue is necessary for many things (a/an) feeling does or is used for. 	sharp	razor	colorful	dress	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 
blue	pos	certain	feeling	perceptual	manually_included	96743583-9d9f-451b-a5f7-28816898a223	typical_of_concept	``Blue'' is one for the first things which come to mind when I hear ``feeling' because blue is one of the typical colors of (a/an) feeling'.	heavy	rock	green	raspberry	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.
blue	pos	certain	feeling	perceptual	manually_included	ee738480-6c2b-4493-bf1e-58eb4fee70f2	typical_of_property	``Feeling'' is one of the first things which come to mind when I hear ``blue' because (a/an) feeling is a typical example of things which are blue'. 	white	snow	grey	water	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 
blue	pos	certain	feeling	perceptual	manually_included	c37e4eb0-4e04-4c11-8bb8-5ba1b3fbcb87	variability_open	You can find (a/an) feeling which is blue. Blue is one of many possible colors (a/an) feeling usually has. The range of colors is almost unlimited. 	white	t-shirt	green	pepper	You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. 	You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. 
blue	pos	certain	feeling	perceptual	manually_included	45ca6efa-1bcc-4ebc-9fb3-28198ccc8523	variability_limited	You can find (a/an) feeling which is blue. Blue is one of a few possible colors (a/an) feeling usually has. There is only a limited range of possible colors.	white	rose	blue	mug	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.
blue	pos	not_certain	world	perceptual	conceptnet	3d4533e8-d049-4828-9c99-d2ed16c2a781	implied_category	I know that (a/an) world is blue as most or all other things similar to (a/an) world are blue. 	sweet	cotten_candy	white	dress	I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 
blue	pos	not_certain	world	perceptual	conceptnet	2b9ed6ba-8094-488c-a70a-23df6ec5acc2	affording_activity	I know that being blue is necessary for many things (a/an) world does or is used for. 	sharp	razor	colorful	dress	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 
blue	pos	not_certain	world	perceptual	conceptnet	2a65808d-6e3c-4451-8dd1-049405d8901a	typical_of_concept	``Blue'' is one for the first things which come to mind when I hear ``world' because blue is one of the typical colors of (a/an) world'.	bitter	coffee	salty	beer	``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.	``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.
blue	pos	not_certain	world	perceptual	conceptnet	d94dd3b9-4281-4105-b512-f8315284f60a	typical_of_property	``World'' is one of the first things which come to mind when I hear ``blue' because (a/an) world is a typical example of things which are blue'. 	white	snow	grey	water	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 
blue	pos	not_certain	world	perceptual	conceptnet	c762294c-c07a-4f60-8750-f1ab57ef0ab3	variability_open	You can find (a/an) world which is blue. Blue is one of many possible colors (a/an) world usually has. The range of colors is almost unlimited. 	purple	flower	orange	carrot	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 
blue	pos	not_certain	world	perceptual	conceptnet	175caab5-d9db-44c5-8503-376ce1726ed0	variability_limited	You can find (a/an) world which is blue. Blue is one of a few possible colors (a/an) world usually has. There is only a limited range of possible colors.	white	rose	blue	mug	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.
blue	pos	not_certain	world	perceptual	conceptnet	60f1b6ed-de05-4684-840f-2677b3d05f93	unusual	Usually, (a/an) world is not blue, but there could be a highly unusual situation in which (a/an) world is blue.	green	dog	sharp	razor	Usually, (a/an) dog is not green, but there could be a highly unusual situation in which (a/an) dog is green.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.
blue	pos	not_certain	world	perceptual	conceptnet	d229b00b-d3ab-4c46-ae21-0315988f7488	impossible	I think it is impossible for (a/an) world to be blue.	frozen	flame	light	book	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.
blue	pos	not_certain	world	perceptual	conceptnet	4fc8c967-81cc-4982-97bf-b6d4bf579724	rare	I think (a/an) world can be blue, but this is rare or uncommon.	yellow	tomato	grey	grizzly bear	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.
blue	pos	not_certain	world	"perceptual
perceptual
perceptual"	conceptnet	d652c3f5-b09e-4e9f-a4ac-0f81a0166e96	creative	I could say (a/an) world is blue, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
blue	pos	not_certain	eye	perceptual	cslb conceptnet	bf50e588-5ff5-4263-a22b-829aa0d0f6a4	implied_category	I know that (a/an) eye is blue as most or all other things similar to (a/an) eye are blue. 	sweet	cotten_candy	white	dress	I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 
blue	pos	not_certain	eye	perceptual	cslb conceptnet	ec92818b-e8aa-4f4a-8e8d-d09d5ea3b913	affording_activity	I know that being blue is necessary for many things (a/an) eye does or is used for. 	pointy	needle	white	t-shirt	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 
blue	pos	not_certain	eye	perceptual	cslb conceptnet	76070d27-816c-43eb-990d-e962a1622e48	typical_of_concept	``Blue'' is one for the first things which come to mind when I hear ``eye' because blue is one of the typical colors of (a/an) eye'.	spicy	chili_pepper	sweet	spinach	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.
blue	pos	not_certain	eye	perceptual	cslb conceptnet	87280c02-6cfd-4cab-a039-36eea86bec57	typical_of_property	``Eye'' is one of the first things which come to mind when I hear ``blue' because (a/an) eye is a typical example of things which are blue'. 	small	mouse	small	dog	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 
blue	pos	not_certain	eye	perceptual	cslb conceptnet	99b0bafa-5e19-4b35-a021-cf756bcaae69	variability_open	You can find (a/an) eye which is blue. Blue is one of many possible colors (a/an) eye usually has. The range of colors is almost unlimited. 	white	dress	green	pea	You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress usually has. The range of colors is almost unlimited. 	You can find (a/an) pea which is green. Green is one of many possible colors (a/an) pea usually has. The range of colors is almost unlimited. 
blue	pos	not_certain	eye	perceptual	cslb conceptnet	fa0744a4-7ee6-4a4b-8e5c-0cdda6969dfc	variability_limited	You can find (a/an) eye which is blue. Blue is one of a few possible colors (a/an) eye usually has. There is only a limited range of possible colors.	red	pepper	red	t-shirt	You can find (a/an) pepper which is red. Red is one of a few possible colors (a/an) pepper usually has. There is only a limited range of possible colors.	You can find (a/an) t-shirt which is red. Red is one of a few possible colors (a/an) t-shirt usually has. There is only a limited range of possible colors.
blue	pos	not_certain	eye	perceptual	cslb conceptnet	f8f6d030-9d97-48c3-8d7a-de0908fe96b6	unusual	Usually, (a/an) eye is not blue, but there could be a highly unusual situation in which (a/an) eye is blue.	pink	chocolate	brown	chocolate	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.
blue	pos	not_certain	eye	perceptual	cslb conceptnet	ddc346d6-63b8-4e35-bc48-75d366255f96	impossible	I think it is impossible for (a/an) eye to be blue.	solid	steam	orange	flame	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.
blue	pos	not_certain	eye	perceptual	cslb conceptnet	601e8675-5888-4645-b4e6-c3ee380f86a2	rare	I think (a/an) eye can be blue, but this is rare or uncommon.	black	rose	yellow	rose	I think (a/an) rose can be black, but this is rare or uncommon.	I think (a/an) rose can be yellow, but this is rare or uncommon.
blue	pos	not_certain	eye	"perceptual
perceptual
perceptual"	cslb conceptnet	1f56b2c6-2ec6-4558-ad9d-4dc2b6d4f16f	creative	I could say (a/an) eye is blue, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
blue	pos	not_certain	lark	perceptual	veale_simile	c33cfef4-a48b-4b2b-97dd-6aa84d9a04af	implied_category	I know that (a/an) lark is blue as most or all other things similar to (a/an) lark are blue. 	sweet	chocoloate_cake	transparent	table	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 
blue	pos	not_certain	lark	perceptual	veale_simile	bb69e9ae-40c6-47bd-bcf8-6e44bcb087c4	affording_activity	I know that being blue is necessary for many things (a/an) lark does or is used for. 	sharp	razor	colorful	dress	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 
blue	pos	not_certain	lark	perceptual	veale_simile	e811f9b1-837a-46f0-b054-f5c45a95b2da	typical_of_concept	``Blue'' is one for the first things which come to mind when I hear ``lark' because blue is one of the typical colors of (a/an) lark'.	spicy	chili_pepper	sweet	spinach	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.
blue	pos	not_certain	lark	perceptual	veale_simile	c8fb3b68-943c-489a-b939-1f16f41543f6	typical_of_property	``Lark'' is one of the first things which come to mind when I hear ``blue' because (a/an) lark is a typical example of things which are blue'. 	colorful	rainbow	white	table	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 
blue	pos	not_certain	lark	perceptual	veale_simile	5cfc4e33-b499-4751-adf6-1e5a0ca6e59d	variability_open	You can find (a/an) lark which is blue. Blue is one of many possible colors (a/an) lark usually has. The range of colors is almost unlimited. 	white	dress	green	pea	You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress usually has. The range of colors is almost unlimited. 	You can find (a/an) pea which is green. Green is one of many possible colors (a/an) pea usually has. The range of colors is almost unlimited. 
blue	pos	not_certain	lark	perceptual	veale_simile	c19cb1b5-ef11-43dd-81bd-b45a45b261c3	variability_limited	You can find (a/an) lark which is blue. Blue is one of a few possible colors (a/an) lark usually has. There is only a limited range of possible colors.	green	apple	white	car	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.
blue	pos	not_certain	lark	perceptual	veale_simile	bd2da9b7-7fc5-4243-9af5-ece57798b502	unusual	Usually, (a/an) lark is not blue, but there could be a highly unusual situation in which (a/an) lark is blue.	blue	pony	brown	beer	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.
blue	pos	not_certain	lark	perceptual	veale_simile	9769e5db-d8d4-411d-b01d-e03c1a372f51	impossible	I think it is impossible for (a/an) lark to be blue.	dry	water	white	rose	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.
blue	pos	not_certain	lark	perceptual	veale_simile	cedd2ee9-da16-44e4-aebd-f2d92e3faa96	rare	I think (a/an) lark can be blue, but this is rare or uncommon.	purple	snail	green	bell pepper	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell pepper can be green, but this is rare or uncommon.
blue	pos	not_certain	lark	"perceptual
perceptual
perceptual"	veale_simile	d681dee7-f8e3-4211-b5c1-58c8e3ce9c0f	creative	I could say (a/an) lark is blue, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
blue	pos	not_certain	iceberg	perceptual	veale_simile	55875f7e-0ef9-4898-9154-0c9f3e0be52d	implied_category	I know that (a/an) iceberg is blue as most or all other things similar to (a/an) iceberg are blue. 	sweet	cotten_candy	white	dress	I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 
blue	pos	not_certain	iceberg	perceptual	veale_simile	bea9ca48-5b06-46fe-bdf0-38b228dbb8be	affording_activity	I know that being blue is necessary for many things (a/an) iceberg does or is used for. 	sharp	razor	colorful	dress	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 
blue	pos	not_certain	iceberg	perceptual	veale_simile	8de81208-dc0e-4645-aa55-e7d944e720ff	typical_of_concept	``Blue'' is one for the first things which come to mind when I hear ``iceberg' because blue is one of the typical colors of (a/an) iceberg'.	spicy	chili_pepper	sweet	spinach	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.
blue	pos	not_certain	iceberg	perceptual	veale_simile	561b08f1-a74c-4f39-8e6b-0a24a5f09d5a	typical_of_property	``Iceberg'' is one of the first things which come to mind when I hear ``blue' because (a/an) iceberg is a typical example of things which are blue'. 	small	mouse	small	dog	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 
blue	pos	not_certain	iceberg	perceptual	veale_simile	8ca4887e-18c3-4332-b803-2f7c7e310216	variability_open	You can find (a/an) iceberg which is blue. Blue is one of many possible colors (a/an) iceberg usually has. The range of colors is almost unlimited. 	purple	flower	orange	carrot	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 
blue	pos	not_certain	iceberg	perceptual	veale_simile	e132c35d-f603-4130-b551-1f4a5d4fd119	variability_limited	You can find (a/an) iceberg which is blue. Blue is one of a few possible colors (a/an) iceberg usually has. There is only a limited range of possible colors.	red	pepper	red	t-shirt	You can find (a/an) pepper which is red. Red is one of a few possible colors (a/an) pepper usually has. There is only a limited range of possible colors.	You can find (a/an) t-shirt which is red. Red is one of a few possible colors (a/an) t-shirt usually has. There is only a limited range of possible colors.
blue	pos	not_certain	iceberg	perceptual	veale_simile	1fdb1e4d-9bb7-45fc-bdfc-b426a8a8c5ca	unusual	Usually, (a/an) iceberg is not blue, but there could be a highly unusual situation in which (a/an) iceberg is blue.	blue	pony	brown	beer	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.
blue	pos	not_certain	iceberg	perceptual	veale_simile	2a3f7565-6679-477c-b255-1543a7f6e651	impossible	I think it is impossible for (a/an) iceberg to be blue.	solid	steam	orange	flame	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.
blue	pos	not_certain	iceberg	perceptual	veale_simile	4d6b967e-657d-4cb0-9e8d-e6eec1fa427e	rare	I think (a/an) iceberg can be blue, but this is rare or uncommon.	black	rose	yellow	rose	I think (a/an) rose can be black, but this is rare or uncommon.	I think (a/an) rose can be yellow, but this is rare or uncommon.
blue	pos	not_certain	iceberg	"perceptual
perceptual
perceptual"	veale_simile	cf6c134c-a80e-4bb6-8df9-2bbb9f9c2f15	creative	I could say (a/an) iceberg is blue, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
blue	pos	not_certain	diamond	perceptual	conceptnet	9926d657-28e1-4cb8-8f88-9182c6850f2c	implied_category	I know that (a/an) diamond is blue as most or all other things similar to (a/an) diamond are blue. 	sweet	chocoloate_cake	transparent	table	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 
blue	pos	not_certain	diamond	perceptual	conceptnet	d305ecbc-f0d4-4374-884f-b381f29edcea	affording_activity	I know that being blue is necessary for many things (a/an) diamond does or is used for. 	pointy	needle	white	t-shirt	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 
blue	pos	not_certain	diamond	perceptual	conceptnet	e136f1d8-e920-4b1a-b20a-e549c987c4d7	typical_of_concept	``Blue'' is one for the first things which come to mind when I hear ``diamond' because blue is one of the typical colors of (a/an) diamond'.	spicy	chili_pepper	sweet	spinach	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.
blue	pos	not_certain	diamond	perceptual	conceptnet	45641662-b246-4f11-8da1-92493e9fc92a	typical_of_property	``Diamond'' is one of the first things which come to mind when I hear ``blue' because (a/an) diamond is a typical example of things which are blue'. 	colorful	rainbow	white	table	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 
blue	pos	not_certain	diamond	perceptual	conceptnet	e16758d7-287b-4f58-9a68-1daa26f776dc	variability_open	You can find (a/an) diamond which is blue. Blue is one of many possible colors (a/an) diamond usually has. The range of colors is almost unlimited. 	purple	flower	orange	carrot	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 
blue	pos	not_certain	diamond	perceptual	conceptnet	96625370-98dd-48be-ba33-133385a3d45c	variability_limited	You can find (a/an) diamond which is blue. Blue is one of a few possible colors (a/an) diamond usually has. There is only a limited range of possible colors.	red	pepper	red	t-shirt	You can find (a/an) pepper which is red. Red is one of a few possible colors (a/an) pepper usually has. There is only a limited range of possible colors.	You can find (a/an) t-shirt which is red. Red is one of a few possible colors (a/an) t-shirt usually has. There is only a limited range of possible colors.
